fir_id,crime_type,district,police_station,fir_date,crime_time,status,criminal_id,victim_id,investigating_officer
FIR004628,Assault,Gadag,Gadag East,2021-10-14,12:24:57,Open,CR02309,VI04351,Inspector Gadag East
FIR004629,Cyber Crime,Davanagere,Davanagere East,2026-02-17,12:54:12,Under Investigation,CR00640,VI02556,Inspector Davanagere East
FIR004630,Robbery,Vijayanagara,Vijayanagara East,2022-06-30,07:08:17,Escalated,CR01272,VI04284,Inspector Vijayanagara East
FIR004631,Robbery,Kolar,Kolar Rural,2026-02-25,17:17:51,Open,CR02024,VI03133,Inspector Kolar Rural
FIR004632,Theft,Udupi,Udupi Town,2022-12-05,20:29:16,Open,CR02667,VI00581,Inspector Udupi Town
FIR004633,Domestic Violence,Bengaluru Urban,Cubbon Park,2024-07-16,10:36:11,Closed,CR00781,VI03874,Inspector Cubbon Park
FIR004634,Burglary,Mandya,Mandya Rural,2025-05-03,02:56:39,Under Investigation,CR00284,VI03444,Inspector Mandya Rural
FIR004635,Domestic Violence,Bengaluru Urban,Cubbon Park,2026-02-05,03:42:55,Open,CR01946,VI02567,Inspector Cubbon Park
FIR004636,Theft,Dharwad,Dharwad Rural,2024-12-31,14:35:06,Open,CR00861,VI04566,Inspector Dharwad Rural
FIR004637,Domestic Violence,Dakshina Kannada,Kankanady,2026-03-02,11:52:40,Open,CR00280,VI03871,Inspector Kankanady
FIR004638,Assault,Uttara Kannada,Uttara Kannada Rural,2026-06-23,21:36:37,Under Investigation,CR00246,VI03671,Inspector Uttara Kannada Rural
FIR004639,Fraud,Shivamogga,Shivamogga Town,2025-03-13,15:55:33,Open,CR00944,VI02977,Inspector Shivamogga Town
FIR004640,Traffic Violation,Ramanagara,Ramanagara Town,2025-01-16,11:50:42,Closed,CR02879,VI02860,Inspector Ramanagara Town
FIR004641,Theft,Chikkaballapur,Chikkaballapur East,2026-02-17,18:30:26,Closed,CR02046,VI00531,Inspector Chikkaballapur East
FIR004642,Narcotics,Davanagere,Davanagere Town,2022-03-04,00:46:38,Closed,CR00085,VI01874,Inspector Davanagere Town
FIR004643,Fraud,Vijayanagara,Vijayanagara Rural,2021-12-04,05:15:05,Pending,CR01272,VI03659,Inspector Vijayanagara Rural
FIR004644,Robbery,Raichur,Raichur Town,2025-09-05,13:36:21,Closed,CR01999,VI02988,Inspector Raichur Town
FIR004645,Robbery,Hassan,Hassan Town,2021-11-01,07:10:46,Open,CR00168,VI03511,Inspector Hassan Town
FIR004646,Narcotics,Bidar,Bidar Town,2025-11-21,13:57:51,Closed,CR02983,VI04241,Inspector Bidar Town
FIR004647,Cyber Crime,Shivamogga,Shivamogga East,2026-07-11,08:18:05,Closed,CR02778,VI02515,Inspector Shivamogga East
FIR004648,Domestic Violence,Bengaluru Rural,Bengaluru Rural Rural,2022-01-27,16:48:48,Under Investigation,CR01449,VI01896,Inspector Bengaluru Rural Rural
FIR004649,Burglary,Bidar,Bidar Town,2023-01-31,03:50:00,Escalated,CR00769,VI03035,Inspector Bidar Town
FIR004650,Vandalism,Tumakuru,Tumakuru Rural,2024-03-10,17:03:29,Pending,CR01652,VI01717,Inspector Tumakuru Rural
FIR004651,Robbery,Yadgir,Yadgir Rural,2023-06-07,14:20:43,Pending,CR00210,VI01188,Inspector Yadgir Rural
FIR004652,Theft,Hassan,Hassan East,2024-12-30,11:15:59,Under Investigation,CR01163,VI02075,Inspector Hassan East
FIR004653,Vandalism,Udupi,Udupi Town,2023-06-06,01:21:31,Under Investigation,CR02667,VI04270,Inspector Udupi Town
FIR004654,Cyber Crime,Mandya,Mandya Town,2022-04-27,04:04:45,Escalated,CR00120,VI04832,Inspector Mandya Town
FIR004655,Assault,Raichur,Raichur East,2022-09-01,19:23:56,Open,CR00904,VI04637,Inspector Raichur East
FIR004656,Burglary,Mandya,Mandya Town,2026-04-12,01:35:42,Escalated,CR02144,VI04805,Inspector Mandya Town
FIR004657,Assault,Tumakuru,Tumakuru East,2026-05-31,03:26:16,Under Investigation,CR02630,VI01229,Inspector Tumakuru East
FIR004658,Vandalism,Tumakuru,Tumakuru East,2021-10-05,23:51:11,Open,CR00989,VI04909,Inspector Tumakuru East
FIR004659,Burglary,Koppal,Koppal Rural,2021-09-14,00:11:00,Pending,CR01014,VI04670,Inspector Koppal Rural
FIR004660,Traffic Violation,Kodagu,Kodagu Rural,2022-04-05,19:47:47,Open,CR02957,VI02182,Inspector Kodagu Rural
FIR004661,Narcotics,Bengaluru Urban,Indiranagar,2024-07-09,11:16:11,Open,CR02991,VI04775,Inspector Indiranagar
FIR004662,Cyber Crime,Kodagu,Kodagu Rural,2023-10-15,02:31:43,Escalated,CR01447,VI00126,Inspector Kodagu Rural
FIR004663,Theft,Gadag,Gadag East,2025-02-05,19:44:43,Closed,CR00439,VI03140,Inspector Gadag East
FIR004664,Burglary,Bengaluru Rural,Bengaluru Rural Rural,2024-09-26,06:24:51,Under Investigation,CR01887,VI04057,Inspector Bengaluru Rural Rural
FIR004665,Theft,Haveri,Haveri Town,2023-05-17,23:51:13,Escalated,CR00556,VI01758,Inspector Haveri Town
FIR004666,Cyber Crime,Mysuru,Lashkar,2023-09-15,02:02:48,Escalated,CR01255,VI01518,Inspector Lashkar
FIR004667,Domestic Violence,Koppal,Koppal Town,2025-05-12,03:26:15,Escalated,CR02940,VI01790,Inspector Koppal Town
FIR004668,Vandalism,Gadag,Gadag Rural,2026-01-04,07:29:03,Closed,CR02161,VI03343,Inspector Gadag Rural
FIR004669,Fraud,Vijayapura,Vijayapura Town,2023-03-18,13:14:49,Pending,CR01324,VI03501,Inspector Vijayapura Town
FIR004670,Vandalism,Vijayapura,Vijayapura East,2023-11-10,17:21:04,Escalated,CR00058,VI00601,Inspector Vijayapura East
FIR004671,Traffic Violation,Ballari,Ballari Town,2022-11-08,09:45:30,Closed,CR02496,VI01400,Inspector Ballari Town
FIR004672,Domestic Violence,Mysuru,Devaraja,2023-09-24,17:46:34,Under Investigation,CR00349,VI04623,Inspector Devaraja
FIR004673,Robbery,Tumakuru,Tumakuru Town,2025-08-02,12:43:50,Under Investigation,CR01866,VI00497,Inspector Tumakuru Town
FIR004674,Theft,Tumakuru,Tumakuru Town,2023-05-26,07:44:46,Open,CR01842,VI01229,Inspector Tumakuru Town
FIR004675,Theft,Bengaluru Urban,Cubbon Park,2023-06-04,23:59:51,Closed,CR02494,VI01364,Inspector Cubbon Park
FIR004676,Assault,Bengaluru Rural,Bengaluru Rural Rural,2025-05-30,16:58:40,Pending,CR01997,VI00473,Inspector Bengaluru Rural Rural
FIR004677,Burglary,Mysuru,Vijayanagar,2024-12-22,09:09:42,Under Investigation,CR01962,VI01576,Inspector Vijayanagar
FIR004678,Burglary,Mysuru,Nazarbad,2023-12-13,16:33:09,Closed,CR00081,VI02298,Inspector Nazarbad
FIR004679,Theft,Vijayanagara,Vijayanagara Rural,2023-08-20,19:35:53,Open,CR00869,VI01241,Inspector Vijayanagara Rural
FIR004680,Narcotics,Yadgir,Yadgir Rural,2022-08-07,16:24:57,Open,CR01097,VI00174,Inspector Yadgir Rural
FIR004681,Theft,Kodagu,Kodagu Town,2023-12-25,04:28:25,Open,CR01447,VI04025,Inspector Kodagu Town
FIR004682,Assault,Hassan,Hassan Town,2022-06-15,10:54:07,Under Investigation,CR02770,VI01945,Inspector Hassan Town
FIR004683,Burglary,Udupi,Udupi Town,2024-06-15,15:30:02,Open,CR02606,VI04036,Inspector Udupi Town
FIR004684,Narcotics,Vijayanagara,Vijayanagara East,2025-09-06,11:48:59,Open,CR00632,VI03705,Inspector Vijayanagara East
FIR004685,Cyber Crime,Uttara Kannada,Uttara Kannada East,2026-01-31,09:15:32,Closed,CR02147,VI01943,Inspector Uttara Kannada East
FIR004686,Fraud,Kodagu,Kodagu Rural,2022-05-12,14:50:44,Pending,CR00673,VI01139,Inspector Kodagu Rural
FIR004687,Domestic Violence,Gadag,Gadag Town,2024-06-28,00:57:40,Pending,CR01143,VI03818,Inspector Gadag Town
FIR004688,Cyber Crime,Davanagere,Davanagere Town,2023-07-17,11:59:45,Open,CR00627,VI03936,Inspector Davanagere Town
FIR004689,Theft,Tumakuru,Tumakuru Rural,2025-09-23,13:09:35,Closed,CR00054,VI00150,Inspector Tumakuru Rural
FIR004690,Cyber Crime,Dakshina Kannada,Pandeshwar,2023-07-15,07:22:01,Under Investigation,CR00907,VI00637,Inspector Pandeshwar
FIR004691,Vandalism,Kalaburagi,Kalaburagi East,2025-05-29,13:34:50,Open,CR00236,VI03074,Inspector Kalaburagi East
FIR004692,Robbery,Ramanagara,Ramanagara Rural,2023-09-13,23:47:22,Closed,CR01250,VI00741,Inspector Ramanagara Rural
FIR004693,Vandalism,Mysuru,Nazarbad,2023-07-26,18:56:18,Closed,CR00496,VI04390,Inspector Nazarbad
FIR004694,Domestic Violence,Koppal,Koppal Town,2023-10-07,07:42:17,Under Investigation,CR02140,VI03522,Inspector Koppal Town
FIR004695,Burglary,Bengaluru Rural,Bengaluru Rural Rural,2022-08-08,13:06:04,Escalated,CR01800,VI01564,Inspector Bengaluru Rural Rural
FIR004696,Cyber Crime,Kodagu,Kodagu Rural,2024-02-01,16:56:38,Pending,CR02946,VI04199,Inspector Kodagu Rural
FIR004697,Theft,Haveri,Haveri Town,2024-10-27,09:34:09,Open,CR00865,VI01530,Inspector Haveri Town
FIR004698,Fraud,Shivamogga,Shivamogga Rural,2025-09-02,22:36:31,Escalated,CR00162,VI02839,Inspector Shivamogga Rural
FIR004699,Traffic Violation,Haveri,Haveri East,2021-07-17,12:42:39,Open,CR02569,VI04748,Inspector Haveri East
FIR004700,Domestic Violence,Chikkamagaluru,Chikkamagaluru Town,2022-11-03,21:18:16,Open,CR00426,VI03120,Inspector Chikkamagaluru Town
FIR004701,Vandalism,Raichur,Raichur East,2023-06-16,12:36:49,Escalated,CR02563,VI01784,Inspector Raichur East
FIR004702,Vandalism,Davanagere,Davanagere Rural,2022-05-13,23:12:57,Open,CR01162,VI04770,Inspector Davanagere Rural
FIR004703,Assault,Kolar,Kolar Rural,2024-01-23,10:20:36,Escalated,CR00741,VI03528,Inspector Kolar Rural
FIR004704,Traffic Violation,Chikkamagaluru,Chikkamagaluru East,2024-09-07,03:44:52,Closed,CR00497,VI01541,Inspector Chikkamagaluru East
FIR004705,Theft,Mysuru,Vijayanagar,2022-01-05,05:27:54,Closed,CR00126,VI04863,Inspector Vijayanagar
FIR004706,Traffic Violation,Chamarajanagar,Chamarajanagar East,2025-11-12,06:07:01,Pending,CR00521,VI04924,Inspector Chamarajanagar East
FIR004707,Domestic Violence,Bengaluru Rural,Bengaluru Rural Town,2024-05-19,07:11:50,Open,CR01877,VI01480,Inspector Bengaluru Rural Town
FIR004708,Fraud,Chamarajanagar,Chamarajanagar East,2026-03-24,06:09:46,Pending,CR02352,VI04113,Inspector Chamarajanagar East
FIR004709,Vandalism,Shivamogga,Shivamogga Rural,2026-04-27,18:03:14,Closed,CR02484,VI03769,Inspector Shivamogga Rural
FIR004710,Traffic Violation,Kolar,Kolar East,2023-11-05,12:09:31,Closed,CR01424,VI00231,Inspector Kolar East
FIR004711,Traffic Violation,Davanagere,Davanagere East,2024-09-28,21:37:59,Pending,CR02617,VI04181,Inspector Davanagere East
FIR004712,Vandalism,Yadgir,Yadgir Town,2025-06-18,14:05:33,Closed,CR02643,VI02730,Inspector Yadgir Town
FIR004713,Assault,Dharwad,Dharwad East,2025-03-05,01:39:02,Under Investigation,CR01734,VI00745,Inspector Dharwad East
FIR004714,Fraud,Chikkamagaluru,Chikkamagaluru Rural,2023-08-16,01:10:33,Open,CR01825,VI01221,Inspector Chikkamagaluru Rural
FIR004715,Assault,Kodagu,Kodagu Town,2021-12-01,01:32:26,Closed,CR00927,VI04455,Inspector Kodagu Town
FIR004716,Burglary,Ramanagara,Ramanagara Rural,2022-08-31,19:02:00,Escalated,CR01992,VI02883,Inspector Ramanagara Rural
FIR004717,Fraud,Dharwad,Dharwad East,2021-10-02,17:06:13,Open,CR00853,VI00483,Inspector Dharwad East
FIR004718,Vandalism,Shivamogga,Shivamogga Rural,2022-04-17,02:37:27,Open,CR01070,VI00373,Inspector Shivamogga Rural
FIR004719,Domestic Violence,Chitradurga,Chitradurga East,2025-08-20,18:53:39,Under Investigation,CR01439,VI04852,Inspector Chitradurga East
FIR004720,Burglary,Hassan,Hassan East,2023-10-30,20:31:50,Open,CR00570,VI01279,Inspector Hassan East
FIR004721,Burglary,Mandya,Mandya Town,2022-05-14,05:48:09,Open,CR00493,VI04053,Inspector Mandya Town
FIR004722,Burglary,Mandya,Mandya Town,2025-06-08,02:45:13,Under Investigation,CR00125,VI04333,Inspector Mandya Town
FIR004723,Traffic Violation,Vijayanagara,Vijayanagara East,2021-11-20,21:31:24,Closed,CR01527,VI02888,Inspector Vijayanagara East
FIR004724,Fraud,Yadgir,Yadgir Town,2023-06-04,05:05:39,Under Investigation,CR02419,VI02583,Inspector Yadgir Town
FIR004725,Theft,Chamarajanagar,Chamarajanagar East,2023-02-15,08:02:54,Escalated,CR00990,VI02478,Inspector Chamarajanagar East
FIR004726,Fraud,Kolar,Kolar Rural,2022-09-12,23:47:26,Open,CR00854,VI01839,Inspector Kolar Rural
FIR004727,Vandalism,Davanagere,Davanagere East,2026-03-10,04:38:33,Pending,CR01345,VI00713,Inspector Davanagere East
FIR004728,Narcotics,Bagalkot,Bagalkot East,2025-05-28,09:25:19,Pending,CR02684,VI04032,Inspector Bagalkot East
FIR004729,Fraud,Uttara Kannada,Uttara Kannada East,2023-04-29,14:00:59,Open,CR01483,VI00161,Inspector Uttara Kannada East
FIR004730,Cyber Crime,Bengaluru Urban,Ashok Nagar,2023-07-26,22:56:02,Under Investigation,CR02833,VI01615,Inspector Ashok Nagar
FIR004731,Theft,Yadgir,Yadgir Town,2023-04-20,00:13:24,Pending,CR01390,VI00188,Inspector Yadgir Town
FIR004732,Vandalism,Kodagu,Kodagu Town,2023-06-14,20:15:49,Pending,CR02368,VI04361,Inspector Kodagu Town
FIR004733,Robbery,Kalaburagi,Kalaburagi East,2022-05-18,07:47:52,Pending,CR00719,VI03462,Inspector Kalaburagi East
FIR004734,Narcotics,Shivamogga,Shivamogga Rural,2022-02-11,10:30:37,Pending,CR01041,VI02901,Inspector Shivamogga Rural
FIR004735,Fraud,Chamarajanagar,Chamarajanagar Rural,2025-06-30,21:58:14,Escalated,CR01193,VI03814,Inspector Chamarajanagar Rural
FIR004736,Narcotics,Mysuru,Vijayanagar,2025-10-05,07:09:59,Escalated,CR01809,VI01528,Inspector Vijayanagar
FIR004737,Robbery,Davanagere,Davanagere Town,2024-08-03,22:56:07,Closed,CR01156,VI03310,Inspector Davanagere Town
FIR004738,Vandalism,Yadgir,Yadgir East,2022-12-01,14:46:17,Escalated,CR02344,VI02592,Inspector Yadgir East
FIR004739,Robbery,Yadgir,Yadgir Rural,2024-03-29,10:39:39,Closed,CR01079,VI01983,Inspector Yadgir Rural
FIR004740,Traffic Violation,Shivamogga,Shivamogga Town,2024-04-13,10:55:59,Escalated,CR01183,VI03673,Inspector Shivamogga Town
FIR004741,Assault,Dakshina Kannada,Barke,2024-06-05,03:07:58,Closed,CR00461,VI00438,Inspector Barke
FIR004742,Assault,Haveri,Haveri Rural,2023-10-30,15:49:02,Closed,CR01265,VI00518,Inspector Haveri Rural
FIR004743,Domestic Violence,Tumakuru,Tumakuru Rural,2023-08-22,23:18:11,Open,CR02877,VI04799,Inspector Tumakuru Rural
FIR004744,Robbery,Chikkaballapur,Chikkaballapur Town,2023-12-27,16:33:44,Escalated,CR01776,VI00715,Inspector Chikkaballapur Town
FIR004745,Burglary,Yadgir,Yadgir East,2025-09-21,22:39:03,Closed,CR01721,VI03236,Inspector Yadgir East
FIR004746,Theft,Haveri,Haveri Town,2023-07-14,00:17:04,Escalated,CR01488,VI03923,Inspector Haveri Town
FIR004747,Fraud,Ramanagara,Ramanagara Rural,2025-11-21,19:15:17,Escalated,CR00963,VI03939,Inspector Ramanagara Rural
FIR004748,Theft,Dharwad,Dharwad Rural,2024-12-20,09:18:09,Pending,CR00137,VI02178,Inspector Dharwad Rural
FIR004749,Assault,Haveri,Haveri East,2023-10-08,13:41:43,Closed,CR00303,VI04206,Inspector Haveri East
FIR004750,Burglary,Mysuru,Vijayanagar,2024-01-31,20:48:22,Closed,CR01148,VI04989,Inspector Vijayanagar
FIR004751,Traffic Violation,Koppal,Koppal East,2021-12-14,18:09:19,Pending,CR02365,VI02122,Inspector Koppal East
FIR004752,Robbery,Raichur,Raichur Town,2026-06-15,21:02:27,Under Investigation,CR02067,VI02137,Inspector Raichur Town
FIR004753,Vandalism,Vijayanagara,Vijayanagara Rural,2025-10-03,18:42:22,Pending,CR01147,VI04558,Inspector Vijayanagara Rural
FIR004754,Theft,Raichur,Raichur Town,2026-05-31,06:52:30,Open,CR01356,VI04449,Inspector Raichur Town
FIR004755,Vandalism,Chitradurga,Chitradurga Rural,2024-04-22,02:26:20,Open,CR00693,VI03883,Inspector Chitradurga Rural
FIR004756,Narcotics,Gadag,Gadag Rural,2026-01-12,02:52:52,Open,CR00638,VI04351,Inspector Gadag Rural
FIR004757,Robbery,Tumakuru,Tumakuru Town,2025-03-03,20:21:31,Escalated,CR01259,VI02828,Inspector Tumakuru Town
FIR004758,Narcotics,Chikkaballapur,Chikkaballapur Town,2024-06-02,14:26:50,Closed,CR01358,VI04539,Inspector Chikkaballapur Town
FIR004759,Fraud,Chikkaballapur,Chikkaballapur Town,2024-05-10,11:47:11,Closed,CR00302,VI01532,Inspector Chikkaballapur Town
FIR004760,Vandalism,Mysuru,Vijayanagar,2021-08-02,23:25:04,Under Investigation,CR02682,VI04427,Inspector Vijayanagar
FIR004761,Vandalism,Kalaburagi,Kalaburagi East,2024-11-02,11:58:34,Under Investigation,CR00915,VI02214,Inspector Kalaburagi East
FIR004762,Theft,Ballari,Ballari Town,2025-08-20,12:47:08,Closed,CR00934,VI00533,Inspector Ballari Town
FIR004763,Domestic Violence,Mandya,Mandya East,2025-07-25,00:38:35,Escalated,CR00073,VI01274,Inspector Mandya East
FIR004764,Traffic Violation,Gadag,Gadag Rural,2022-01-20,04:46:59,Escalated,CR01143,VI01135,Inspector Gadag Rural
FIR004765,Domestic Violence,Dharwad,Dharwad East,2024-07-17,03:48:06,Escalated,CR01226,VI02259,Inspector Dharwad East
FIR004766,Vandalism,Ramanagara,Ramanagara East,2023-07-14,09:59:49,Open,CR02487,VI02937,Inspector Ramanagara East
FIR004767,Assault,Dharwad,Dharwad Town,2024-07-21,07:45:34,Escalated,CR02125,VI04269,Inspector Dharwad Town
FIR004768,Fraud,Mandya,Mandya Town,2023-07-19,21:51:32,Closed,CR02567,VI01715,Inspector Mandya Town
FIR004769,Burglary,Mysuru,Devaraja,2021-10-14,17:14:25,Pending,CR02517,VI03887,Inspector Devaraja
FIR004770,Vandalism,Hassan,Hassan Rural,2024-08-11,22:33:50,Closed,CR02931,VI02163,Inspector Hassan Rural
FIR004771,Theft,Yadgir,Yadgir Rural,2025-09-13,13:21:43,Open,CR00757,VI00846,Inspector Yadgir Rural
FIR004772,Burglary,Vijayapura,Vijayapura Town,2023-11-17,07:11:24,Escalated,CR02097,VI02094,Inspector Vijayapura Town
FIR004773,Theft,Bengaluru Rural,Bengaluru Rural Rural,2024-06-01,23:50:37,Under Investigation,CR01482,VI01648,Inspector Bengaluru Rural Rural
FIR004774,Domestic Violence,Dharwad,Dharwad East,2023-03-30,03:56:53,Escalated,CR02577,VI03527,Inspector Dharwad East
FIR004775,Domestic Violence,Mysuru,Vijayanagar,2023-08-12,01:45:19,Escalated,CR02205,VI00704,Inspector Vijayanagar
FIR004776,Fraud,Koppal,Koppal East,2023-06-11,19:29:08,Open,CR02449,VI02483,Inspector Koppal East
FIR004777,Assault,Raichur,Raichur Town,2022-11-05,07:39:35,Open,CR01158,VI03622,Inspector Raichur Town
FIR004778,Fraud,Chamarajanagar,Chamarajanagar East,2021-10-10,13:49:49,Closed,CR02662,VI00851,Inspector Chamarajanagar East
FIR004779,Traffic Violation,Kolar,Kolar East,2024-01-25,02:51:08,Escalated,CR02993,VI02564,Inspector Kolar East
FIR004780,Fraud,Bidar,Bidar Rural,2021-11-17,23:17:49,Pending,CR00827,VI03277,Inspector Bidar Rural
FIR004781,Domestic Violence,Bidar,Bidar Rural,2021-10-02,17:50:35,Closed,CR00991,VI00882,Inspector Bidar Rural
FIR004782,Fraud,Vijayanagara,Vijayanagara Rural,2023-02-15,18:18:06,Escalated,CR02954,VI03107,Inspector Vijayanagara Rural
FIR004783,Theft,Mysuru,Lashkar,2023-05-05,15:28:41,Escalated,CR01761,VI03433,Inspector Lashkar
FIR004784,Domestic Violence,Dakshina Kannada,Barke,2025-02-16,04:22:43,Pending,CR00078,VI03330,Inspector Barke
FIR004785,Fraud,Hassan,Hassan East,2023-03-18,03:31:20,Escalated,CR00790,VI01945,Inspector Hassan East
FIR004786,Domestic Violence,Kalaburagi,Kalaburagi East,2022-08-03,03:39:06,Pending,CR02624,VI03093,Inspector Kalaburagi East
FIR004787,Vandalism,Belagavi,Camp,2021-12-27,08:38:04,Closed,CR00219,VI01023,Inspector Camp
FIR004788,Cyber Crime,Bagalkot,Bagalkot Rural,2025-09-21,15:11:49,Under Investigation,CR01131,VI03626,Inspector Bagalkot Rural
FIR004789,Theft,Tumakuru,Tumakuru Town,2026-06-03,10:44:52,Closed,CR00688,VI02804,Inspector Tumakuru Town
FIR004790,Vandalism,Belagavi,Camp,2024-07-31,17:38:12,Closed,CR00393,VI01046,Inspector Camp
FIR004791,Domestic Violence,Belagavi,Camp,2023-03-01,17:21:54,Under Investigation,CR02564,VI03578,Inspector Camp
FIR004792,Robbery,Shivamogga,Shivamogga Town,2023-06-02,20:22:24,Open,CR00856,VI03677,Inspector Shivamogga Town
FIR004793,Assault,Mysuru,Devaraja,2023-05-01,11:14:00,Under Investigation,CR00286,VI04369,Inspector Devaraja
FIR004794,Theft,Uttara Kannada,Uttara Kannada Rural,2022-03-01,04:37:41,Escalated,CR01780,VI02134,Inspector Uttara Kannada Rural
FIR004795,Assault,Mandya,Mandya Town,2022-08-03,09:12:59,Open,CR02144,VI04336,Inspector Mandya Town
FIR004796,Narcotics,Raichur,Raichur Town,2023-05-17,21:23:32,Pending,CR00998,VI04874,Inspector Raichur Town
FIR004797,Robbery,Uttara Kannada,Uttara Kannada Town,2025-07-16,06:00:52,Escalated,CR00801,VI04158,Inspector Uttara Kannada Town
FIR004798,Theft,Davanagere,Davanagere East,2021-10-02,02:04:36,Pending,CR00516,VI03957,Inspector Davanagere East
FIR004799,Narcotics,Dakshina Kannada,Barke,2025-10-11,19:13:23,Escalated,CR00889,VI03871,Inspector Barke
FIR004800,Assault,Chikkamagaluru,Chikkamagaluru Town,2025-12-03,18:48:21,Escalated,CR02210,VI04176,Inspector Chikkamagaluru Town
FIR004801,Narcotics,Uttara Kannada,Uttara Kannada Rural,2024-12-15,22:06:57,Pending,CR02710,VI01107,Inspector Uttara Kannada Rural
FIR004802,Domestic Violence,Dharwad,Dharwad East,2021-08-15,17:56:51,Pending,CR02381,VI03592,Inspector Dharwad East
FIR004803,Narcotics,Hassan,Hassan Town,2025-03-09,13:36:32,Escalated,CR02744,VI04875,Inspector Hassan Town
FIR004804,Robbery,Bagalkot,Bagalkot Town,2024-01-25,22:53:36,Under Investigation,CR00919,VI03634,Inspector Bagalkot Town
FIR004805,Domestic Violence,Mysuru,Vijayanagar,2022-04-13,17:24:42,Closed,CR00192,VI00479,Inspector Vijayanagar
FIR004806,Traffic Violation,Raichur,Raichur Rural,2021-10-21,22:04:53,Escalated,CR00759,VI03981,Inspector Raichur Rural
FIR004807,Robbery,Raichur,Raichur East,2023-05-08,06:40:37,Escalated,CR01356,VI02835,Inspector Raichur East
FIR004808,Burglary,Raichur,Raichur Town,2022-02-03,03:35:59,Pending,CR01212,VI01292,Inspector Raichur Town
FIR004809,Fraud,Ramanagara,Ramanagara East,2022-09-21,19:30:00,Escalated,CR01891,VI02021,Inspector Ramanagara East
FIR004810,Assault,Dharwad,Dharwad Town,2021-11-28,13:07:21,Closed,CR02249,VI01534,Inspector Dharwad Town
FIR004811,Vandalism,Kolar,Kolar Rural,2021-12-29,05:30:48,Closed,CR00741,VI02253,Inspector Kolar Rural
FIR004812,Traffic Violation,Mandya,Mandya Rural,2023-03-24,00:44:15,Under Investigation,CR01302,VI00559,Inspector Mandya Rural
FIR004813,Domestic Violence,Mysuru,Nazarbad,2023-11-28,02:12:10,Escalated,CR01007,VI00927,Inspector Nazarbad
FIR004814,Traffic Violation,Kalaburagi,Kalaburagi Rural,2025-12-04,05:30:11,Escalated,CR00154,VI00975,Inspector Kalaburagi Rural
FIR004815,Cyber Crime,Chikkaballapur,Chikkaballapur Rural,2023-10-14,23:12:41,Under Investigation,CR02779,VI01372,Inspector Chikkaballapur Rural
FIR004816,Fraud,Gadag,Gadag Town,2025-11-29,20:23:10,Under Investigation,CR01236,VI03691,Inspector Gadag Town
FIR004817,Robbery,Ramanagara,Ramanagara Town,2024-03-22,12:38:51,Pending,CR00424,VI01824,Inspector Ramanagara Town
FIR004818,Vandalism,Yadgir,Yadgir Rural,2023-01-16,20:09:29,Escalated,CR02424,VI00233,Inspector Yadgir Rural
FIR004819,Assault,Mandya,Mandya East,2021-08-21,10:36:55,Closed,CR01716,VI00363,Inspector Mandya East
FIR004820,Vandalism,Gadag,Gadag East,2023-07-04,08:22:28,Escalated,CR01233,VI00863,Inspector Gadag East
FIR004821,Traffic Violation,Kalaburagi,Kalaburagi Town,2023-12-04,01:04:28,Pending,CR01409,VI03172,Inspector Kalaburagi Town
FIR004822,Theft,Vijayanagara,Vijayanagara Town,2022-10-30,17:12:52,Open,CR02843,VI02231,Inspector Vijayanagara Town
FIR004823,Burglary,Koppal,Koppal Rural,2023-04-09,06:44:25,Under Investigation,CR01467,VI02597,Inspector Koppal Rural
FIR004824,Burglary,Belagavi,Tilakwadi,2021-10-30,15:59:24,Open,CR00200,VI03393,Inspector Tilakwadi
FIR004825,Traffic Violation,Ramanagara,Ramanagara Rural,2022-06-24,21:37:16,Under Investigation,CR02172,VI04674,Inspector Ramanagara Rural
FIR004826,Narcotics,Koppal,Koppal Town,2024-10-04,11:12:50,Pending,CR02520,VI04593,Inspector Koppal Town
FIR004827,Assault,Yadgir,Yadgir Town,2022-01-17,02:33:26,Pending,CR00672,VI01188,Inspector Yadgir Town
FIR004828,Narcotics,Hassan,Hassan Town,2023-06-24,20:20:19,Closed,CR02747,VI04730,Inspector Hassan Town
FIR004829,Vandalism,Ramanagara,Ramanagara Town,2024-04-12,10:07:54,Closed,CR01196,VI01199,Inspector Ramanagara Town
FIR004830,Theft,Kalaburagi,Kalaburagi East,2024-07-16,14:26:54,Closed,CR02090,VI03406,Inspector Kalaburagi East
FIR004831,Narcotics,Tumakuru,Tumakuru Town,2022-05-04,15:44:28,Open,CR01722,VI01321,Inspector Tumakuru Town
FIR004832,Domestic Violence,Tumakuru,Tumakuru East,2025-07-01,07:06:40,Open,CR01975,VI04138,Inspector Tumakuru East
FIR004833,Burglary,Gadag,Gadag East,2024-02-02,18:31:24,Pending,CR00103,VI03022,Inspector Gadag East
FIR004834,Burglary,Chitradurga,Chitradurga East,2025-02-04,17:42:40,Closed,CR01439,VI01353,Inspector Chitradurga East
FIR004835,Robbery,Mandya,Mandya Town,2024-02-17,17:18:42,Pending,CR01735,VI01262,Inspector Mandya Town
FIR004836,Cyber Crime,Chamarajanagar,Chamarajanagar Town,2025-09-26,07:03:27,Open,CR00629,VI03301,Inspector Chamarajanagar Town
FIR004837,Assault,Uttara Kannada,Uttara Kannada Town,2023-09-20,01:15:30,Open,CR00246,VI01107,Inspector Uttara Kannada Town
